category,Title ,Base_Reviews
frustration,Doesn't work well on Windows 10 computers,"Doesn't work well on Windows 10 computers. I purchased this and could not get it to work on my Windows 10 computers. It works fine on my phone and my Kindle, but the speech recognition model would not download on my computer and kept giving me an icon error message with no explanation of what was wrong. Rosetta stone staff not able to help. So don't buy if you can only access it on a computer."
frustration,On Kindle Fire it is difficult to understand what the ...,"On Kindle Fire it is difficult to understand what the .... On Kindle Fire it is difficult to understand what the pictures are trying to convey.  Sometimes I say the wrong word by mistake and the program says it's 100 percent correct.  Other times I say the correct word, and it is not accepted, when the previous 10 or more times I said the same word it was accepted.  I'm frustrated in the learning.  I will keep trying, but I don't intend to renew."
frustration,Much place for improvements,"Much place for improvements. No possibility to slower pace, no way to repeat last step. Very poor voice recognition, matces correct answer even when totally wrong said"
frustration,Keep up,Keep up. Not easy to keep up with.  Skips levels and doesn't explain.
frustration,Annoying Register prompts,"Annoying Register prompts. Annoying Register prompts and $ call to action$ to buy$.  Never was able to get to anything that was a language training sample.  Made an account on line, but nothing to try, only to buy$ first."
frustration,Ehhhhh,"Ehhhhh. Downloaded the app and created an account, it started loading, an hour and a half later, it's still loading. Might just be because I'm on an Amazon fire tablet, but won't stop loading."
frustration,terrible app,terrible app. This app crashes every time I try to.open it on my Kindle Fire HD. I finally gave up and deleted it.
frustration,Can;t use the app on Kindle Fire,"Can;t use the app on Kindle Fire. I downloaded this app, but I am unable to use it on Kindle Fire. Nothing happens when I try to log in so I guess it is not compatible"
frustration,Major bug,Major bug. Impossible to enter addie to register because when I attempted to type it the app would add additional letters to the front and the delete key would do that too.
frustration,Rosetta Stone,"Rosetta Stone. Says there is something wrong with my email when registering an account, which there isn't. Even while entering info in title box, keystrokes are jacked up."
frustration,Major Fail,Major Fail. Tried to get Spanish course on my Kindle Fire HD and wouldn't download properly. Finally gave up and looked elsewhere.
frustration,rosetta stone,rosetta stone. unable to connect
frustration,waste,waste. Waste of time; no information
frustration,its not letting me in,its not letting me in. the stupid app wont take my email address and password so I cant get in therefore this is th suckiest app ever bald it was free
frustration,One Star,"One Star. After downloading it, signing up and choosing a language, it shuts down. I couldn't even use it!"
frustration,I hate this,I hate this. I can't go back
frustration,It can't always hear correctly,It can't always hear correctly. Great app but either the Mic on the Kindle stinks or the voice recognition on the app stinks.
frustration,Doesn't help,"Doesn't help. I want go learn Japanese but I don't have the alone time or I'm to Embarrassed to use the audio feature, its horrible, there is no feature for if I'm in a place where I can sleek freely, sorry :("
frustration,NO HUNGARIAN 😳,NO HUNGARIAN 😳. At least 5 years ago ASKED FOR HUNGARIANYOU HAVE QUITE A FEW MINOR LANGUAGESHUNGARIAN is Not a minor languageWHAT IS YOUR HOLD UP ???
frustration,I'm frustrated.,"I'm frustrated.. I can't get the voice to play and that is really frustrating. Also, since everything is the first time you have heard or seen it, you are guessing what means what."
frustration,The learning material is good and there is a lot of it BUT ...,"The learning material is good and there is a lot of it BUT .... The learning material is good and there is a lot of it, but there are serious issues with the software that delivers it.The application will hang and crash from time to time.The 'Milestones' are terribly buggy and you have no idea what is expected of you. And you can't turn them off in the options, so the system keeps taking you back to them. Also you can't skip them promptly either.You can turn of the spelling questions at least, which you can't do in Babbel (yet).Some of the pictures are outright confusing (although you soon learn them) - and who thought to put white speech bubbles on a white background? Its sometimes impossible to tell who is meant to be speaking.My windows laptop and kindle fire HD do NOT synchronise - some reviews here state they do but I couldn't get it work.On the upside the speech recognition is good (That is probably the one part they didn't program)."
frustration,Love it but locks up my FireHD6,Love it but locks up my FireHD6. I have a paid subscription and use this app regularly.Unfortunately every time I use it to do a lesson it freezes my tablet at least once and needs rebooted because cannot get the control back. I just hope this annoying issue will be fixed. This error does not exist on my android device.
frustration,Didn't like,"Didn't like. I found this app to learn japanese. I already know a bit but this app seemed complicated for someone who had never tried to speak. The words were written in the proper way but I prefer it written. Ie hi, iie, sionara etc. Overall far to complicated."
frustration,Constant repetition and plodding progress.,"Constant repetition and plodding progress.. Useful if you like new words constantly drilled into you, but I found it a little tedious. I would have preferred it to move on faster and return to the previous words at a later stage for revision."
frustration,Doesn't synch with downloaded content. I purchased a three module downloadable Dutch course which this app refuses to recognise,Doesn't synch with downloaded content. I purchased a three module downloadable Dutch course which this app refuses to recognise. Useless
frustration,Does not work,Does not work. Waste of time could not get app to work
frustration,keeps crashing,keeps crashing. So far the app hasn't let me access past the start and keeps crashing! Which is strange as my friend is having no difficulty with it??
frustration,:(,:(. Can't sign in.
frustration,No log in.  Doesn’t sync to TED.COM account,"No log in.  Doesn’t sync to TED.COM account. Really frustrated that I have spent 45 minutes downloading the app on my Firetv crash after crash, to learn there is no sign in. You can select choices there but it’s like starting all over. Can’t pick up on my phone where I left off at home on TV.Doubt I will even use.  Air sync instead, I guess."
frustration,You can’t turn it off.,You can’t turn it off.. Only get this app if you like sliding down clickholes or endless binging of things you didn’t even know you were interested in.
frustration,web site needs to work,web site needs to work. couldn't get it to play any episodes. quite annoying.
frustration,Buggy app constantly crashes,"Buggy app constantly crashes. (On the Firestick). Such a shame, this is a horrible BUGGY app.  Constantly stopping - NOT during the ads of course.  And speaking of ads, after EVERY talk?  REALLY?  Go watch these somewhere else until TED and Amazon get their act together."
frustration,Unfriendly to use,"Unfriendly to use. TED TV App was very difficult to download and once it was downloaded, I had a difficult time trying to access the programs that I wanted to view so I finally gave up and opened up another app."
frustration,Boring,Boring. Boring
frustration,One Star,One Star. Getting bored of the formulaic format.
frustration,I got 4 notifications in just a few hours of ...,"I got 4 notifications in just a few hours of .... I got 4 notifications in just a few hours of downloading this app. Then it wouldn't  let me close out the notifications. I opened them, watched for a minute, closed it out, and still couldn't  get rid any of the notifications. Deleting the app was the only thing that worked."
frustration,One Star,One Star. Streaming is terrible. Have not been able to watch a complete program yet.
frustration,Transmission on Fire TV very poor. It showed the streaming circle indicator all the ...,Transmission on Fire TV very poor. It showed the streaming circle indicator all the .... Transmission on Fire TV very poor . It showed the streaming circle indicator all the time in the middle of the screen .
frustration,Poor navigation,Poor navigation. Poor navigation on the FireTV platform.
frustration,Three Stars,Three Stars. Very slow loading times on the few videos I tried watching.
frustration,Update app to solve this issue.,"Update app to solve this issue.. Content is great, app is terrible. Can't play downloaded video."
frustration,Wait of time.,Wait of time.. Can’t watch it as it won’t download at all.What a waste of time
frustration,Worse,Worse. Worse
frustration,does it work!!!,"does it work!!!. it never loads on amazon firestick ,maybe its not the ted app just the useless firestick as amazon audible player isnt working as well!!"
frustration,No good,No good. I had to delete it
frustration,Failed to open,Failed to open. Downloaded but failed to open!
frustration,Two Stars,Two Stars. Rather tedious.
frustration,Annoying,Annoying. Deleting from my Amazon Fire as there's no way of clearing new video notifications or switching them off entirely.
frustration,Two Stars,Two Stars. Found it hard to navigate.
frustration,I REALLY want to Love it,"I REALLY want to Love it. I live in Denver, home of ""Sam's No.3"" and their ""Kickin' Green Chili"". I was super excited to see ""Food Network in the Kitchen"" had the recipe. (Triple D did a show there). BUT, every time I open ""Sam's No.3 Kickin' Green Chili"" the app goes into lock down. The picture loads and then ""Unfortunately, In the Kitchen has stopped"" ""OK"". Well, no, as a matter of fact, it's NOT okay. Plus, it doesn't reload, you have to close and reopen the app.Now, maybe... MAYBE, this one recipe is the ONLY one that does this... I-D-K! It's the one I want!The only thing worse than taking a toy from a child, is to give it back... broken."
frustration,Didn't Work,"Didn't Work. Every time I tried to click on a link it would shut down so I just deleted it, I guess in this case I got what I paid for!"
frustration,Forced to close,Forced to close. My Kindle is forced to close when I go to some not all the chefs ???
frustration,I want to give it 5 stars...,I want to give it 5 stars.... But it keeps crashing ! I'm unable to see the recipes. Please fix the kinks and make it work so I can use it!!!
frustration,doesn't work,doesn't work. When I clicked on a chef it stopped working. Finally had to remove it from the device. Evidently not made for kindle fire. Don't bother. Waste of time.
frustration,not working,"not working. When I click on a chef  it says in kitchen has stopped & I have to press ok & that's as far as I get, a couple of timesI got through on a chef I didn't really want ,so not helpful for me. Frustrated!!"
frustration,Unhappy with App,"Unhappy with App. I installed the Food Network app on my Kindle Fire and each time I tried to open it the message said ""Not working at this time"".  The time never came when it was working so I deleted it."
frustration,the kitchen is closed,"the kitchen is closed. It is very annoying that every time I try to go to an individual personality's page it constantly closes the app, I have sent several emails about this issue with no resolution."
frustration,Unable to save recipes to box.,Unable to save recipes to box.. Saw some things of interest but when I tried to save to recipe box it always came up an error. So I have deleted it.
frustration,App needs alot of work,"App needs alot of work. Having access to some of the series without cable is really nice, but the app is awful! The interface needs some serious help. There's no way to pick up where you left off, you have to select the series, then the season, then the episode and if you didn't finish it the last time you watched, fast forward to where you left off."
frustration,Doesn't load,Doesn't load. Loads the start up screen and never goes past that.
frustration,closes constantly,"closes constantly. Not sure if anyone else is having this problem but the app closes itself constantly. No other app on my brand new kindle has a problem except this one. It's become a tease because I will turn it on, browse, see something awesome... then BAM it turns off... drives me insane. I have tried reinstalling twice now. Someone help! Totally agree about the pictures too. Not enough."
frustration,Program won't open...ever!,"Program won't open...ever!. The first page comes up, but when you click on a chef's page, it closes and won't open. Doesn't matter which chef you pick! Sorry, but I deleted it off my Kindle Fire....."
frustration,Tried multiple times to order this product unsuccessfully.,"Tried multiple times to order this product unsuccessfully.. What the crap? - Tried several times to order this up for our Fire Stick, but was given a migraine headache instead. Gave up and won't try again.... Move'n on..."
frustration,In the kitchen,In the kitchen. In the kitchen with the Chefs keeps going off and won't work.  VERY FRUSTRATING!!!! Why is it going off? help
frustration,Useless app for me,Useless app for me. I cant for the life of me to unlock 90% of the app even though I have a free trial from prime. Hummm guess I'll delete it and continue to use youtube.
frustration,Never works,"Never works. Very unhappy with this app. Every time I try to open a chef site a notation pops up telling me the kitchen has stopped. Useless, a waste of time."
frustration,Recipe Box?,Recipe Box?. I found a number of recipes I would like to save but when I try to add to the recipe box it will not add. I have it on my Kindle Fire HD and I see from other reviews that this should not be a problem.
frustration,SPECIFIC RECIPES,"SPECIFIC RECIPES. YOU NEED TO KNOW EXACT NAME OF RECIPE TO LOOK UP, SUCH AS AUNT BEE'S CHICKEN CASSEROLE."
frustration,Awful app,Awful app. THIS APP IS AWFUL. EVERY TIME YOU GO TO LOOK AT THE RECIPE THE Kitchen stops  and kicks you out.
frustration,Include all ingredients in recipe list ... if in text.,"Include all ingredients in recipe list ... if in text.. Missing multiple ingredients in the ""list"", but talks about them in the text anyway."
frustration,Frequently crashes,Frequently crashes. The developers of this app need to get to work.  This app crashes at least twice each time I open it.
frustration,Can not get it to activate,Can not get it to activate. I have tried 4-5 times to activate this app over the last two weeks. I put in my password and it takes me to a screen to put in an OTP number which I do. I think click sign-in and it will never take me past this page. I really want to use this app but I can't make it work and can't find any help or info about it.
frustration,Hidden cost,Hidden cost. Hidden cost
frustration,license invalid error!,"license invalid error!. Great app-Bad programmingOn a Galaxy Tab 2 7""The app generates an error message --- License Invalid, purchase app .Options on popup cancel or buy at google play.Does not recognise the Amazon licenseA worse programming error than I thought - THE WRONG POPUP FOR THE ERROR.Explaination: I typo my password creating the user on foodnetwork.com. When I tried to login through the app and the user info didn't match. I got the above error. Popup should have read login error on foodnetwork.com - check your user info @ foodnetwork.com. NOT license invaid"
frustration,Food Net work ap,"Food Net work ap. this ap would not open i tried numerous times, finally gave up and deleted it!!  don't waste your time on this one."
frustration,Doesn't work,Doesn't work. App constantly closed and won't open.
frustration,Two Stars,Two Stars. app does not work half the time
frustration,Bugs,Bugs. I found it difficult to work with.  Try to sign on as a new member - tough job.  Then tried to add recipes to the recipe box and it keeps on showing up with errors.  I think the web site needs work.
frustration,Frustrating,Frustrating. Could not log on due to the site not accepting my account without a formal registration.
frustration,Not free,"Not free. Say's its free, but only for a year, which you find out after you order.  Doesn't work and I can not figure out how to cancel the stupid thing."
frustration,Will not work without Internet Access,Will not work without Internet Access. What's the point of an app if it won't work - and in fact CLOSES - without an internet connection?  You might as well just use your browser.  Worthless.
frustration,program won't play,program won't play. Program shuts down as soon as I select a chef.  Is it a problem with my Kindle Fire or is it a problem with the app?
frustration,For the most part it's good..,"For the most part it's good... ...but for some reason i have been unable to create an account, password, etc that will allow me to start a recipe box. Annoying to have to retrae my steps all the time."
frustration,did not give me recipe or load properly,did not give me recipe or load properly. It didn't work it would stop working and shut down would not recommend I took it off my kindle fire
frustration,CRASHES. PLEASE FIX,CRASHES. PLEASE FIX. I'm not sure if this happens with anyone else but whenever I click on a celebrity chef during the homepage the app crashes. PLEASE FIX THIS!
frustration,Can't use this,"Can't use this. Every time I try t use this by selecting a specific  recipe, the ap stops working.  I cleaned out a bunch of other aps I don't use or like. Will see now if it will work."
frustration,food network,food network. I have a Samsung s4 Im not sure if its theapp or my phone but it drops out on occasion at onset.  It takes a couple of tries to get in to app.
frustration,Can't use it unless you have Xfinity,Can't use it unless you have Xfinity. Find out after you watch something a few times you have to have Xfinity. Won't let you watch it anymore.
frustration,Needs improvement on all platforms,"Needs improvement on all platforms. Let me start by saying that I have the iOS version, which is installed on both my iPhone and iPad.  It was as five-star app for a while, until iOS 7 was released.  I think they released one update that made it compatible with 7, but it came with an annoying bug - it makes you log in EVERY SINGLE TIME you want to access your recipe box, even though I had the ""keep me logged in"" thing checked off.  Very annoying.  I let the app developers know about this, they say they are aware of it, and it will be fixed in the next update.  This was months ago, I am still waiting for that update.When I saw that the Kindle Fire version was free (I paid $1.99 for the iOS version), I decided to give it a try and see if I can use it and avoid the log in issue.  That part worked.  What DOESN'T work is inside the recipe box itself.  When I tap on one recipe, it takes me to a completely different recipe.  It's not like I tapped the one next to it by mistake; it takes me to recipes that aren't even next to the one I tapped on.  This makes the whole recipe box feature almost useless; what is the point of having it if you can't quickly access the exact recipe you want?  Apps like this are supposed to make life easier, but this one in any form is more hassle than it is worth.  Maybe I'll try it again, if they EVER update it.  I'm not holding my breath waiting for that, though.  It's actually easier now to just go to foodnetwork.com on my device, log in there, and access my recipe box that way."
frustration,In the kitchen,"In the kitchen. When I open the app, I just get the message ""In the kitchen has stopped"". So far the app is useless! I will probably delete it, unless it starts werking soon."
frustration,didn't work for me,"didn't work for me. Never really connected right--it always had ""technical difficulties"" when I tried to use it on my Kindle fire. I ended up deleting the ap"
frustration,shuts down easily,shuts down easily. Too bad it won't stay on long enough on my kindle fire HD because it has everything! It stalls after about thirty seconds and then closes :(
frustration,Broken,Broken. App doesn’t work!
frustration,poor functionality,"poor functionality. Many things work poorly in this app. Scrolling through search results keep coming back to the recipes, as if it can't keep track of what page it's on. You can't add a recipe to the recipe box at all, at least not intuitively. Many recipes are repeated. There doesn't seem to be any organization to the recipes such as by tags, cooking methods, etc. I could go on and on. This app was written by amateurs. I ditched it and just used the website."
frustration,Wanted to like it - Kindle Fire HDX,"Wanted to like it - Kindle Fire HDX. HATE that in every page of my recipe box there is an advertisement ""Holiday Celebrations - sponsored by Kohl's"". There should be an option user can select to NEVER see these. Many of my saved recipe links open up the wrong recipe. Not just ones I added today. I do not see an option to remove recipes from box either. I HATE that when I look at a recipe from a search list and then arrow back to the search list I get back to a different place than I left off. Often times right back to the beginning. This app is almost useless. Will NOT be using again before next update."
frustration,Locked Up,"Locked Up. Downloaded, installed but failed to open. Uninstalled. Toshiba Thrive. Couldn't open it at all. Starts to load and then displays a failure message. One of very few apps that won't run on my tab."
frustration,Doesn't work,"Doesn't work. Don't get past the ""preparing food "" part, just goes in a circle.  It does nothing, no recipes or hints.  I believe it loaded wrong."
frustration,No thanks,No thanks. App doesn’t work
frustration,why doesn't my license work?,"why doesn't my license work?. Nice app but it only runs for a few minutes then closes and tells me my license is no good.  I payed for the thing, can't use it and can't get my money back.  Fix this and I will fix my rating.  If it does not work on Android or has some other glitch then it should be in the features or bug section."
frustration,How do I get rid of it?,How do I get rid of it?. Waste of my time.
frustration,This app boits me out,"This app boits me out. Thus app keeps booting me out when I am reviewing a recipe, continuously. I am not in thus app long before this happens."
frustration,Not working,"Not working. I have yet to even open it as I keep getting ""Unfortunately, In the kitchen as stopped"" and no reason for it and can't do anything about it."
frustration,Ok,Ok. Hard to set up
frustration,Amazon apps never work for me.,Amazon apps never work for me.. EVERY app that I've installed from Amazon's App of the Day crashes on launch.  INTERNAL SERVICE ERROR.  Points to my network connection.  The same connection I just used to get the app. It works fine if I d/l from Play store. I'm about to just give up and uninstall their useless App of the Day.
frustration,"As usual, update ruined it!","As usual, update ruined it!. This app is pretty, has a TON of recipes, and is fun to use in the kitchen. At least, it was. As per usual, their last update screwed it all up. My recipe box-which now includes Kohl' s sponsored recipes that I didn't even choose-is a complete disaster. You select a recipe,and it pulls up another one entirely-every time. I have to look in my recipe box, then search the whole app for the specific title to be able to open it. Ridiculously annoying. This didn't start until 'Kohl' s' started choosing recipes for me. In addition, it crashes constantly and you cannot make folders within your recipe box, though it appears that you can. I have uninstalled and reinstalled hoping that would help. No such luck. I really hope they fix this app, because it was one of my favorites."
frustration,Food Channel Access,Food Channel Access. After we downloaded this app we were unable to access any of the programs. Should not be this hard.
frustration,it's lousy as is FN's customer service,"it's lousy as is FN's customer service. Ever since FN supposedly improved their log-in I have not been able to get into my recipe box on my Kindle Fire. All I get is the broken egg sorry screen. I have tried deleting Waldron both the device and the cloud with no success. I emailed them about this and was told to use the website. Then last week I responded to their &#34;help us improve the app&#34; survey with the same problem. No response. FYI, I tried to give 0 stars but that isn't permissible."
frustration,Expensive,Expensive. Must pay per series
frustration,it's a bit slow and the # of recipes are ...,it's a bit slow and the # of recipes are .... it's a bit slow and the # of recipes are limited. It will be interesting to see how often it is updated
frustration,REVIEW,"REVIEW. HALF OF IT WONT WORK...TRIED TO OPEN OTHER PARTS AND THEY WOULD NOT OPEN, THE ONES THAT DID OPEN WERE INCOMPLETE."
frustration,NO THANKS  Hard to use have to sign in each use,NO THANKS  Hard to use have to sign in each use. NO THANKS  Hard to use have to sign in each use
frustration,I have not had an opportunity to try this app ...,I have not had an opportunity to try this app .... I have not had an opportunity to try this app due to all of the problems I have been dealing with with my Kindle.
frustration,food network,"food network. So far everything I have clicked on says its not available.  I'll keep trying, but if I don't get something soon I will delete it."
frustration,One Star,One Star. Terrible never loaded properly.
frustration,it's great but,it's great but. I CAN'T DELETE MY SHOPPING LIST :( to many items and I can't properly tell what I need anymore.... so annoying.
frustration,Broken App will not start,Broken App will not start. Tried to install this app twice. Both times after install and start up it would NOT work. It continued popping up a window saying THAT THE APP IS NOT RESPONDING.
frustration,App stinks!,"App stinks!. Cancelled it right away.  Bogus.  Doesn't work, keeps going back to make you sign up again, wants you to buy, buy, buy...  Bad."
frustration,Three Stars,Three Stars. always shuts down while watching videos.
frustration,in the kitchen does not load,in the kitchen does not load. Unable to pick a chef:  In the Kitchen could not load.  All chefs affected. Needed a chef recipe for Mac and cheese.
frustration,Three Stars,Three Stars. slow
frustration,Two Stars,Two Stars. trouble loading on the Kindle
frustration,starve before app works,starve before app works. App is super slow and closes before you can find a recipe.  Just use their website. It's slow too but not as slow as this app.
frustration,Current Version Needs Some Work,"Current Version Needs Some Work. There are consist errors considering the recipe box, shopping list, and even the video feature. For an amateur cook, even the easy recipes might be difficult to take in. That being said, the UI is well done. Complete with a timer feature and a checklist-style shopping list (if it worked...). But, if everything came together well, a solid 5 stars."
frustration,Not worth the money,Not worth the money. Why is amazon AGAIN asking me about...TASTE and THICKNESS...for a tv station???????
frustration,Unable to stream,Unable to stream. Was unable to stream because of my internet. I returned the fire stick.
frustration,Food Network App is Awful,"Food Network App is Awful. This app never loads right. It constantly freezes my Kindle. I wish it did work because I love the content, but I can never use it because it freezes."
frustration,Signed up and it disappeared,"Signed up and it disappeared. Logged in and signed up. It said it would be available on all linked devices. I watched a few episodes and now can't find it on Amazon Prime on my TV. When I searched for it, Food Network Shows came up but now what I had signed up for. I tried to watch it on Prime on my phone but it asked me to pay. Very frustrating."
frustration,recent upgrade creates failure,"recent upgrade creates failure. Before the most recent upgrade I would have given 5 stars.Now, if I could give a negative rating I would.App no longer works on Kindle. Must be removed, then reinstalledbefore each use.  Going to look for something else.Obviously there was no Q/A before the upgrade was released,and no way to reinstall the old version."
frustration,Not easy to use,"Not easy to use. Not easy to find in the apps, forgot i even had it. Not easy to use"
frustration,Everyday updates,Everyday updates. The app sucks. Won’t be renewing the promo. Everyday have to update it. That’s the only app that does that.
frustration,Useless on fire stick,Useless on fire stick. Impossible to find or use in my fire stick. Cancelled.
frustration,Awful,Awful. Cant do anything with the app.Signed up for one year free and can’t access anything through app.Really awful.Always enjoyed food network shows but too much of a pain to deal with. Thumbs down
frustration,Poorly designed,"Poorly designed. After registering for the app, everytime I open it it tries to force a registration. if you re-do the registration, you get an error. As such, most of the shows the app has are not accessible."
frustration,Frustrating,"Frustrating. I use to love this app until I updated it. Now I can't get into my account, it tells me it's pending. Very annoying"
frustration,How else can I buy your Product? I cannot support Amazon censoring their Client unfairly.,How else can I buy your Product? I cannot support Amazon censoring their Client unfairly.. See Above and unable to find to use.
frustration,"Too hard to use,","Too hard to use,. I wanted to go back to a program series I was watching just yesterday and couldn't get there from anywhere!!!  I don't think I will continue this subscription at renewal.  Something that is supposed to be for cooking enthusiasts shouldn't be this difficult, and Alexis couldn't even get me there!"
frustration,Recipes to complicated,Recipes to complicated. To hard to navigate!
frustration,Three Stars,Three Stars. An awkward app.
frustration,Food Network,Food Network. unable to view shows w/o paying fee!
frustration,Two Stars,Two Stars. Hard to get you saved recipes up
frustration,NOTHING,NOTHING. to hard to navigate the site
frustration,Subscription,Subscription. Shows are outdated. I’m not paying for it twice. Once through here and if I want to watch requests to pay for season or episode or which service I have.
frustration,App does not work,"App does not work. Upon selection of a program, the app goes into thinking mode and all I get is a spinning circle. I Am unable to watch anything and Amazon is unable to solve the problem."
frustration,crashes every 5 seconds,crashes every 5 seconds. the app crashes every two seconds...after months of trying to use this app I finally deleted it. it simply does not work...what a disappointment.
frustration,"Great Content, Clumsy App","Great Content, Clumsy App. The content on the app is fantastic (paid  subscription here), but the app is usually slow and clumsy to navigate. Specifically, you can’t get back to the main menu after watching a class, you have to rate it then use the back button through three different screens before you can get back to the main menu. At least that’s the way it works on my fire tv stick. It’s not so bad that it keeps me from using the app though"
frustration,poor..a waste of coin,poor..a waste of coin. This app crashed my kindle!  Can't get my kindle to reboot..black screen.  Now what I wonder.  Want my coin back and to remove this app!
frustration,"FAILS.  On My Kindle Fire 8.9"" HD it keeps closing when I choose a chef.  Uninstalled.","FAILS.  On My Kindle Fire 8.9"" HD it keeps closing when I choose a chef.  Uninstalled.. On My Kindle Fire 8.9"" HD it keeps closing when I choose a chef.  Uninstalled.  Haven't tried using it anymore."
frustration,too much searching to find what i need,too much searching to find what i need. wanted some recipes.  too complicated to use
frustration,don't want this,don't want this. This was so hard to get off that it finally went to accept even though I was trying to go back. Now I have to probably go and try to call to cancel  I am having a very hard time loading any movies on my amazon.  It will not connect to anything just keeps going round and round and will not connect.Please don't allow the food kitchen to go on I hate the food programs
frustration,Wrong app downloaded,Wrong app downloaded. Went to open Sketch Guru and got Doodle Play or something like that instead.
frustration,difficult,"difficult. Extremely difficult to access saved work in gallery. There are no indicators or icons to direct you.  When  I have finished a piece I like to make sure that it has been saved by viewing it in the gallery but the ""save"" icon merely tells you your work has been saved and there are no icons for accessing the gallery.  On a couple of occasions I found that closing the app and 'reopening sometimes displayed a page with the gallery listed as an option, but this is not a reliable route as this page does not always appear - it is much more likely that the app will immediately return you to the sketch you have just finished.  This makes it very difficult to leave a sketch to start a new one.  The image of a blank page would suggest a route to closing, saving and starting a fresh page - but it was very temperamental and only occasionally managed to just open a new page."
frustration,very hard,very hard. I don't know if it's just me being rubbish at art but it's very hard to actually make something that doesn't look like something a kid brought home from nursery. I would recommend not buying this if you you are not skilful at art
frustration,Can't get it to work,"Can't get it to work. I downloaded this app so that I could 'draw' on my Kindle.  Every time I tried to use it, it pointed me to a game.  So I deleted it!"
frustration,This is pointless,This is pointless. I have small hands and still can't do a lot on here. You cannot draw small items. I did half a portrait before realising I could not do the eyes. This would be better for a stylus.
frustration,No printer list!,"No printer list!. Would not work with my Canon TS 9020. Paid for another app that also didn't work on my 7"" Kindle fire HDX. Not happy!!"
frustration,"It prints files, but not GMAIL emails (Kindle Fire 2011)","It prints files, but not GMAIL emails (Kindle Fire 2011). I purchased this application for FREE for my Kindle Fire 2011 to print wirelessly on my HP Deskjet 2540 printer.I can print files located on the Kindle and Google Drive, but not my Gmail emails:always getting error message ""Authorization Failed or Network Error has occured""."
frustration,Two Stars,Two Stars. Worked when first down loaded but within a short time quit working...my be my problem on Kindle not sure.
frustration,Did not work,"Did not work. Could not get my Fire 10.8"" tablet to print with this app.  I even called Amazon help.  They took control of my tablet and tried for 20 min. to get the app. to work.  They do not know what is wrong."
frustration,what printer,what printer. app couldn't find the wireless printer that ever other device was connected to
frustration,Awkward and relatively clumsy to use,Awkward and relatively clumsy to use. Not very easy to use with my  Phones or tablets. It works but it is awkward and relatively clumsy to use
frustration,Hard to usr,Hard to usr. You can't print direct from app
frustration,NOT USER FRIENDLY,NOT USER FRIENDLY. very difficult to use -  not user friendly -  not sure if its the APP or  the FIRE software that is a problem.
frustration,hate the ads but its the free version,hate the ads but its the free version. works well where Print Me didn't. hate the ads but its the free version. only problem is my brother printer at home wont print with this app. I Have to use Brothers Print app
frustration,Not great for Canon,Not great for Canon. Does not work on Canal Pima or Canon laserjet
frustration,Not for everyone!!,Not for everyone!!. Never used still not able to print from Fire 10 any suggestions
frustration,it's useless to me,"it's useless to me. Doesn't work or I can configure it properly. Either way, it's useless to me."
frustration,Waste of time,Waste of time. Doesn't work. Deleted.
frustration,Hard,Hard. Hard to print from
frustration,useless,"useless. deleted, did not work."
frustration,Not worth it,Not worth it. Have to purchase a subscription before you can print
frustration,Not Ready For Prime Time!!!!,Not Ready For Prime Time!!!!. One word ---FRUSTRATED
frustration,no good,no good. never got the hammer print to work
frustration,Didn't Work,Didn't Work. Wouldn't work on my Canon PIXMA MG6820. My printer would only print black and white using this app.
frustration,Don't use,Don't use. Worthless didn't work for me
frustration,One Star,One Star. This is a waste of time. Never could get to work and kept freezing up.
frustration,Three Stars,Three Stars. Difficult to use with Kindle
frustration,Did not properly work with my Brother DCP7065DN printer,"Did not properly work with my Brother DCP7065DN printer. Under ""MayDay"" guidance, we tried this app today, but could not get it to print files to my Brother Printer DCP7065DN Monochrome Laser Multi-Function Printer/Scanner/Copier. There was no DCP7065 driver, so the MayDay technician, knowing that higher number drivers are supposed to be backward compatible, tried the next higher driver, but no luck. That driver printed a boatload of blank pages, and trying to use the Brother driver did not work, and the iPrint app was not available from Chrome for some weird reason.The tech helped me with a workaround. Save the file as a PDF, then print the PDF. The iPrint driver does work woth the DCP7065. Hallelujah."
frustration,Not thebest,Not thebest. Too hard toLoad and use
frustration,I had a terrible time getting it installed on my tablet,I had a terrible time getting it installed on my tablet. I had a terrible time getting it installed on my tablet.  I had to download it from three different sites.  Then I had to install another program on my laptop only to be told my printer wasn't supported.
frustration,Waste of time,Waste of time. Did not work!
frustration,Worthless,Worthless. I am unable to get this app to work on my Kindle Fire 7HD.
frustration,Won't even install for me,"Won't even install for me. Have tried to install this on both my Kindle Fire HD and my Fire Phone.  On both it goes through the download then starts to install, but a couple of seconds later it gives an error message saying there was a problem installing.  Not sure why it does this.Another reviewer says it is just a re-badging of Printhand Mobile Print.  I have Printhand Mobile Print Premium already installed.  Don't know if this is the reason Print Hammermill won't install for me, but it's the only thing I can think of.  Guess I won't be finding out if there are any improvements in Print Hammermill over Printhand Mobile Print Premium.  Oh well."
frustration,One Star,One Star. Was not able to use it at all.
frustration,need a newer printer to use this,need a newer printer to use this. must have a compatible printer to use on sharing or wifi.Older printers are not capable.
frustration,kinda useless app,kinda useless app. I got this app yesterday and won't connect our WiFi canon mx 459 printer. It found WiFi canon mx 450 printer but we don't have model of printer.
