Reviewer_Name,Stars,title,review,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
Kuuleilani,1.0 out of 5 stars,Beware this is a subscription,Didnât realize this was a subscription after one week trial. Forget that.,,,,negative
Cheryl,3.0 out of 5 stars,Not using,Dog is not interested. How do I cancel?,,,,negative
L,1.0 out of 5 stars,Very difficult to set up!!!!,Horrible set up- can't log in. Says free but it is not.Â  Don't fall for the trap,,,,negative
Lisa Smith,1.0 out of 5 stars,not worth the monthly fee,"same 3 hours of video, not worth the monthly fee.",,,,negative
Bill A Misner,1.0 out of 5 stars,Not needed,Didn't know I bought it. Don't want it,,,,negative
Amazon Customer,1.0 out of 5 stars,Not enough content,Just not worth it after 5 mins no new content,,,,negative
eotrbuR,1.0 out of 5 stars,"I have enough payments, don't need this one","paid subscription required, no deal",,,,negative
H. Ferguson,1.0 out of 5 stars,Uninteresting,The programs were not interesting,,,,negative
Angelika,3.0 out of 5 stars,Three Stars,our dog did not care for it,,,,negative
Brock Palmatier,1.0 out of 5 stars,"My dog has never chewed, wewood watch Dog TV ...","My dog has never chewed, wewood watch Dog TV, I would leave her home alone with it on, and she would destroy shoes furniture and clothing. Never did before Dog TV",,,,negative
Amazon Customer,1.0 out of 5 stars,Terrible how do I cancel this,It's terrible...how do I cancel this,,,,negative
Ann Synnott,1.0 out of 5 stars,Lags,Very slow. Dogs were not entertained.,,,,negative
Amazon Customer,1.0 out of 5 stars,Cancel,Cancel,,,,negative
D. Ditmar,1.0 out of 5 stars,Not for me,Not worth the money,,,,negative
Peter J Taylor,1.0 out of 5 stars,Dog doesn't care.,Dog did not enjoy.,,,,negative
billy connard,1.0 out of 5 stars,I,Terrible,,,,negative
Amazon Customer,1.0 out of 5 stars,Wont pay too look at dogs,Dont want it,,,,negative
Amazon Customer,1.0 out of 5 stars,One Star,My dog wasn't interested,,,,negative
DLB,1.0 out of 5 stars,One Star,nothing useful,,,,negative
Derek T,1.0 out of 5 stars,One Star,Just terrible.,,,,negative
Amazon Customer,1.0 out of 5 stars,One Star,My dog was not interested in this at all. Not worth the monthly fee.,,,,negative
jaop,1.0 out of 5 stars,One Star,This is worthless! Please cancel my order!!,,,,negative
vivapd,2.0 out of 5 stars,my dog preferred regular TV,My dog preferred regular TV over DogTV.Â  I have a HD TV and he watches movies with dogs both animated and real life.Â  He did not like all the scenery that DogTV played and ignored it most of the time.,,,,negative
Literate1,1.0 out of 5 stars,Blah â not paying a monthly fee for this crap,What a scam â they want a monthly fee! Deleted almost immediately.,,,,negative
Consumer Reporter,1.0 out of 5 stars,Just a Trial.Â  Don't waste your time.,Hated the trial trick.Â  You only get am extremely short trial loop. Everything else paid for by a micro transaction process. A waste of time.,,,,negative
R Peterson,1.0 out of 5 stars,Ugh,I wanted to love this I truely did! But it requires a subscription which totally sucks because my dogs were really excited... One star,,,,negative
Lewis,1.0 out of 5 stars,Why would i pay for this?,"May be if it was free, but my dog has never told me that she wants to watch tv. stupid",,,,negative
Robert F.,1.0 out of 5 stars,PRICE SUCKS,9.99 a month.Â  That sucks. I didn't buy it.,,,,negative
Pam Ptacek,1.0 out of 5 stars,My dogs don't even look at it.Â  Had it on all day and they showed no interest in it at all.,It's dumb,,,,negative
Beth S,1.0 out of 5 stars,One Star,Useless,,,,negative
Joslyn,1.0 out of 5 stars,One Star,"Yaya does not enjoy the channel. Her ears stay down and she looks away, regardless of the sample...",,,,negative
mbt,1.0 out of 5 stars,One Star,this is a waste of time,,,,negative
Adam Stiwalt,1.0 out of 5 stars,One Star,Horrible,,,,negative
JV,1.0 out of 5 stars,One Star,Useless,,,,negative
Brent perryman,1.0 out of 5 stars,"""Playback Error"" Constantly!","Love the content....when it works. I have a firestick and will turn it on just before I leave the house. I usually still have just a few short things to do before leaving. its about 10-15 minutes before it stops playing and says there is a ""Playback Error"".Â  Even if I restart it, by the time I get home this same thing is on my screen because it happened again while I was away so my tv is just sitting there on and completely pointless. I know it's not my internet because we can run 3 cell phones connected to our wifi + play xbox on line + watch our firestick flawlessly ALL AT THE SAME TIME. So when I leave my house with DOG TV on and NOTHING else is connected to the internet and the firestick is 5 feet away from the modem and I still get the message ""Playback Error"" I know it has to do with the app/DOGTV. Such a disappointment and a waste of money.",,,,negative
Amazon Customer,1.0 out of 5 stars,Stops streaming ALL THE TIME. Support never responds.,"Your app is the best and worst app there is. My dogs love it, but it is completely buggy. It is the only app in the App Store that routinely stops working. The re-subscribe prompt doesnât work. I have to re-subscribe, delete and re-install the app to get it working again. You lost my subscription a week ago because of this after it stopped working again only a week after I re-installed it. Itâs beyond frustrating. I watch on Apple TV. Epic developer FAIL. ð",,,,negative
Deanna Dyer,1.0 out of 5 stars,"Double billed, can't get a refund and they won't fix it","I love DOGTV service and so do my animals. But they recently changed their service, and I was unable to access channel although I am being billed monthly. After several customer service emails and phone calls, they decidedÂ  I needed to create my account again, but, they strangely already had my credit card and I had to pay ahead for a year this time. NOW they refuse to fix it, telling me I paid through ROKU and have no recourse and will not get a refun. Too bad because my animals love it, but they have really frustrated and been unprofessional in refusing to help me solve this problem. Don't do it!!",,,,negative
Zack,5.0 out of 5 stars,Bichon loves Dog TV,My Bichon loves Dog TV. We've had it for over a year and I wouldn't trade it for anything. Had issues with the app on Roku at first but it got fixed in no time. Quality content for dogs all the way!,,,,negative
CMarie,1.0 out of 5 stars,The service is completely unreliable!,"When I try to log in, I continuously receive an error message. Iâve tried creating a new account and changing my password. I am able to access the app from my iPhone, but have problems streaming from my TV. The support at Dog TV was wholly inadequate.",,,,negative
FX Donayre,1.0 out of 5 stars,Impossible to cancel a subscription,If you sign up you will find there is no way to cancel a your subscription via their webpage or any other means,,,,negative
Nicole,1.0 out of 5 stars,Not great for my dogs,"My dogs were not interested in watching it.Â  Left them alone with the ""calming"" video and came home to multiple things chewed up (and they normally don't chew up anything.Â  LOL.Â  Oh well, worth a shot!",,,,negative
Robin V.,5.0 out of 5 stars,My Dogâs Obsessed With DOGTV,My dog is obsessed with DOGTV!! I am too because it keeps him occupied for hours!!,,,,negative
smithriver,5.0 out of 5 stars,Good station,"Our puppy is enjoying this, lol.Â  And we don't feel so bad for leaving him home.",,,,negative
Cheryl R. Baker,1.0 out of 5 stars,Not worth the expense,This channel is not worth the cost of the channel.,,,,negative
Red,1.0 out of 5 stars,Didnt use at all.,Not Free.,,,,negative
Noodle007,1.0 out of 5 stars,They steal your money - THEFT minus 5 stars,"Signed up to this for a free trial two years ago, used it once and it was awful. Little did I know that they then started to charge me every month and when I noticed Amazon said there is nothing they can do as this is an external app!I never received any communication to say this was leaving my account and it doesn't show up in my subscriptions, I think this is criminal.",,,,negative
Crisp Smith,2.0 out of 5 stars,Our Dog Didn't Respond At All,"We tried a trial of this for our dog who has separation anxiety. To begin with, we left it on in the background when we were in the house but our dog took no more notice of it than he would with any TV channel. The specially designed images and sounds seemed to have no effect on him. It didn't stimulate or calm him. We didn't even try leaving it on when we were out of the house.",,,,negative
Peggy,1.0 out of 5 stars,Sick and thin looking dog not good,"Only watched the first 5 minutes,Â  saw an extremely thin, sick looking labrador...didn't want to support animal neglect. No noises to make my dog even look at the telly.",,,,negative
J. E. Atkins,3.0 out of 5 stars,My dogs are not interested!,I like it but our dogs don't. Can't find how I can cancel it though.,,,,negative
Linda Parker,2.0 out of 5 stars,Expensive,"Too expensive you have to buy, hence disappointing app.",,,,negative
Amazon Customer,3.0 out of 5 stars,good for dogs,unable to view due to weak signal,,,,negative
Zak Stargrinder,1.0 out of 5 stars,Dog hates it.,Bag of spanners innit. Poor.,,,,negative
Tracey Merryweather,1.0 out of 5 stars,Not for me,My dogs paid no attention,,,,negative
izzy,1.0 out of 5 stars,Pretty boring,Dog not interested,,,,negative
natasha rainey,5.0 out of 5 stars,Not used,My dogs were not interested,,,,negative
lyndsey,1.0 out of 5 stars,Rubbish,"The first one I watched , a small child was clutching a dog tightly. The dog looked distressed. I uninstalled it right away.",,,,negative
Sleepy,2.0 out of 5 stars,Two Stars,"Pointless. Dog doesn't seem bothered by it, just videos of dogs lying down it appears.",,,,negative
welsh mel b,2.0 out of 5 stars,Nothing new,Not impressed,,,,negative
KR,1.0 out of 5 stars,Disappointed as have to pay to see anything,Could be ok but you have to pay before you can see anything disappointing,,,,negative
Danny moore,1.0 out of 5 stars,Useless,Useless. U get free samples to watch but have to pay to see full items. Avoid.,,,,negative
Ian Laidler,1.0 out of 5 stars,Waste of money,"Another app that you've got to pay for. Same price as amazon prime, just not worth it.",,,,negative
Adam d Watkins,1.0 out of 5 stars,Meh,Not very good,,,,negative
Dec Jarvis,1.0 out of 5 stars,Total rubbish,"You might be charged to this pile of Dog poo.Â  DON'T go for this,",,,,negative
Kik,1.0 out of 5 stars,Dog wasn't interested,"My dog wasn't interested, so deleted",,,,negative
Miss B Donaghy,1.0 out of 5 stars,"I have viewed this using the free trail, but ...","I have viewed this using the free trail, but it is impossible to cancel the subscription before the fee is deducted from account!! unauthorised payments to this app!!",,,,negative
C A Howe,1.0 out of 5 stars,Not for my dog,Dog not interested,,,,negative
Guilherme Neves,1.0 out of 5 stars,Waste of time,You can install but have to pay to use,,,,negative
Les.lee,1.0 out of 5 stars,Rubbish,Not userÂ  friendly provides nothing a pointless app,,,,negative
dizzystar55,1.0 out of 5 stars,not easy to cancel trial,"Dog completely uninterested. No help with anxiety, not easy to cancel trial!",,,,negative
Yellowhornet,2.0 out of 5 stars,Two Stars,Pay view,,,,negative
mary,1.0 out of 5 stars,Can't get onto it,Crap,,,,negative
Robert Gilmore,1.0 out of 5 stars,When iPhone app connects strange messages appear,Initially connecting an iPhone using the Screen Mirroring companion App to the Fire Stick Screen Mirroring App the connection works but after a couple of minutes a message appears on the TV that there is an error described as unauthorized use. You can't get rid of that message even when you exit the Fire Stick App. The only way to get rid of the message is to actually reboot the Fire Stick. Although there is nu charge for the Screen Mirroring Fire Stick App I had to pay for the companion iPhone version which turned out to be two different applications from that company. So I have invested money in something that DOES NOT WORK. The company's answer was I had to wait for a new update in their application. They should have refunded my money for the iPhone apps.,,,,negative
peppergal,1.0 out of 5 stars,Keeps dropping,"I got things connected, and not 20 seconds later it wanted to show another ad.Â  When that happened, the screen sharing from my fire tablet stopped showing up on my fire stick and did not return.Â  The app on the tablet claimed it was still casting, but it was not.Â  I had to forcibly kill the service and restart it, only for it to do the same thing less than a minute later.Â  What good is a service that disconnects before you can even stream anything?",,,,negative
PapaGuk,1.0 out of 5 stars,"It works, but is a waste of time",It only shows my iPhone in the vertical position so any mirroring doesn't take advantage of the landscaping you'd want in a larger monitor. I deleted it.,,,,negative
Encryptthis,1.0 out of 5 stars,DRAGS!,"I found this APP a waste of time, it would cause my system to drag or hang up. I own and iPhone and have mirrored my phone to TV before via the Apple Device and never had a problem. This APP id not anywhere close to using and Apple device to mirror my phone. I had to delete the APP it was pointless to own. It just didn't work for me.",,,,negative
Spa Mama,1.0 out of 5 stars,waste of time,total waste of time...solved my problem by buying the Apple TV and now my phone casts beautifully & reliably to the big screen,,,,negative
M&C,2.0 out of 5 stars,Na,"Keeps shutting off on its own and dosent want to connect easily, also have to pay to not have commercials on watching your own phone. Kinda a rip off not really impressed",,,,negative
Twinmom143,2.0 out of 5 stars,Not the best for streaming movies- no sound,This was easy to use but had connectivity issues and kept dropping the picture. SOUND cannot be picked up and we planned to use this to stream a digital movie so we had to run the sound from the phone. Picture was a bit delayed. Would not recommend for this purpose but maybe for photos?,,,,negative
The Judge,5.0 out of 5 stars,perfect for our needs,"I have Chromecast and Firestick but with an ""Apple"" product (iPhone) but no Apple tv, it was always frustrating trying to cast pics from my phone, or videos. I could tune into Netflix and cast to the tv, but not from my pics and videos.. This little app cured that problem. Now I can ""Mirror"" anything on my phone to the tv.. PERFECT..",,,,negative
B. Stone,1.0 out of 5 stars,Itâs been deleted.,Your screen image was interrupted every 15-30 seconds with an add asking you to upgrade to a different product to get rid of the ads.Â  Very irritating. And it kept freezing.Â  Not cool.,,,,negative
RenJ,1.0 out of 5 stars,"Do not waste your time or your money. Once downloaded & synced, this app was horrible.","Picture quality was horrible. Also, you need to pay for and download an app on your phone. I want a refund!",,,,negative
George,1.0 out of 5 stars,Not a great app - the mirroring doesn't work well,Tried mirroring some videos from my phone to my TV...it just didn't work well. Very poor picture quality and lots of lag. Wouldn't suggest it.,,,,negative
JEANIE C,1.0 out of 5 stars,Itâs useless.,"I deleted it and want my money back. Itâs completely impractical because thereâs no sound, it lags and the picture Is much too small, media is unwatchable.",,,,negative
Helps2Review,2.0 out of 5 stars,"Mirrors screen, but video is poor quality and slow","It is easy use this app with your TV, but the video streaming quality is poor. I couldn't use it for the purpose I wanted, so I deleted the app.",,,,negative
Krys,1.0 out of 5 stars,Misleading functionality,It doesnât work with all apps on the iPhone! Unfortunately I read the reviews on that too late . I never got a chance to use it. ðð½,,,,negative
Riverdog64,2.0 out of 5 stars,It may not work for you. Impossible to know until you buy it.,"Depending upon the age of your tv, and if you are using a fire TV vs Fire Stick, there can be issues. I could not get my AT&T TV to stream from my phone to the television which is why I wanted it. Maybe for another use I would've rated it much higher.",,,,negative
Kevin Hill,1.0 out of 5 stars,FALSE,App does not do what it appears to state it does. Additional Charges are not stated at the time of purchase.Â  Not worth the price,,,,negative
ANTHONY M.,1.0 out of 5 stars,I Need More Video Tutorials to Learn How to Configure this Simple App.,I am unable to make it work on my inferior Huawei P8 Lite mobile phone.I suspect that the system files are not updated and can not be updated tothe current standard requirement.Â  I might need to buy a Samsung cellphone.I could not find any video tutorials that might help determine the proper wayto configure this app.,,,,negative
MovieMike,1.0 out of 5 stars,This was a pretty pathetic app,I downloaded this app on my Sony TV so I can attempt to stream an online video from the website. It kind of worked. It was a bit sketchy. And it did not allow me to go to a full screen mode.,,,,negative
Jim K.,2.0 out of 5 stars,"Pretty good video, but....",...No sound!Â  Even their FAQ w/in the App confirms no sound yet.Â  I bought this in a pinch and assumed there would be audio.Â  Watching a video on your TV while listening to the sound thru your iPhone isnât all that great.Â  Buyer beware...shame on me!,,,,negative
CM,1.0 out of 5 stars,Not worth your time,"Very easy to use but if you are not paying for pro the picture quality sucks. It lags, the screen froze, and they have commercials every like 30 seconds. I deleted it.",,,,negative
Pinoy Boy,1.0 out of 5 stars,This product is very BAD!!!,It does not work!Â  Please send it back to the software develops to re-create. Please do NOT release something to the market when it is NOT ready. I am very disappointed with the Amazon product... shame on you!,,,,negative
cinderbain,1.0 out of 5 stars,Waste of time and money,"While connecting ipad to t.v., the connection constantly is lost which means you must unplug cable from the t.v. and start the entire process again.",,,,negative
Dude Lesbrewski,2.0 out of 5 stars,Two stars due to poor image quality,"I used this app with my iPhone to mirror my screen thru my fire stick. The quality of the video I tried to mirror was not good/pixelated. Also, keep in mind that this does not also send audio. It only mirrors the screen. So the audio needed to be hardwired or connected thru Bluetooth to your speakers/audio source.",,,,negative
Kendra Swiger,3.0 out of 5 stars,Didn't work as well as we wanted it to,"We were trying to get the app so that my brother-in-law could sign in to his Direct TV account and watch the LSU game.Â  Unfortunately, we couldn't get it to work.",,,,negative
Debbie,1.0 out of 5 stars,Waste of money,It was a little difficult to set up. It starts to mirror and after a few minutes freezes and just stops. Then hassle to get it going again and does the same thing. Waste of money!!!,,,,negative
Shmay,1.0 out of 5 stars,Doesn't work for me.,"I tried troubleshooting, using different wifi networks,Â  etc.Â  Screen mirroring was the only reason I bought the Fire TV.Â  Doesn't work.",,,,negative
Sam,1.0 out of 5 stars,Didnt work,Unfortunately it wasn't compatible from my chromebook to firestick. It would not detect each other.I wanted to use it to project my apps to test for work.,,,,negative
Andrea,1.0 out of 5 stars,One person found this helpful,Report abuse,,,,negative
J. Smith,1.0 out of 5 stars,Couldn't see my FireTV but amazon app could,"Not sure what the issue was, fought with it for about 10min then got a refund. Couldn't see my FireTV on the network.",,,,negative
Tom Luke,4.0 out of 5 stars,"it works, not clear, but free","I tried it and it works, but the video quality not good, the best one is: a iPhone to HDMI converter with HDMI cable. But this one is free.",,,,negative
Michael McLain,5.0 out of 5 stars,Itâs an app...,"Have to write review to keep from getting app, not like I bought it and my opinion on it really matters lol...",,,,negative
John Doty,1.0 out of 5 stars,Could not get it to work,I have a Kindle Fire 10 2019 and this app would not work.Â  It installed fine but would not work with my Fire TV.,,,,negative
Bill Belanger,3.0 out of 5 stars,Intermittent,It works for about 10 minutes and loses the connection. You have to continually reconnect. PIA,,,,negative
grinchbird,3.0 out of 5 stars,Not worth it,Pain in the butt. Doesnât let you adjust the picture to fit the landscape of the TV. Delay wasRidiculous,,,,negative
JD in Rochester,1.0 out of 5 stars,Waste of time,Waste of time. I couldn't get it to work. Gave up after trying for over an hour.,,,,negative
shesa,3.0 out of 5 stars,Okay but not great,Does nit cover entireÂ  screen. Works with ipad and iphone but quality is not that great and also not user friendly,,,,negative
BobbyHill,1.0 out of 5 stars,Garbage,It's a useless app that you don't need and won't work for what you need it to.,,,,negative
Meredith Lesser-Gonzalez,2.0 out of 5 stars,Not Easy or Intuitive,We had a really hard time figuring out how to use this app and eventually just moved on to another plan.,,,,negative
Lena K. Benson,3.0 out of 5 stars,Didnât like it,It wasnât what I expected. I can mirror movie through it. And it lags badly.,,,,negative
Michael J. Futch,1.0 out of 5 stars,Just Donât,Total waste of my time. The couple of minutes it actually worked it was ok.,,,,negative
Monica Walker,2.0 out of 5 stars,Frustrating,"It kept freezing in the transmission and I had to exit and return to try to get it to work. After 30 min, I quit using it and havenât tried again.",,,,negative
Ellie,1.0 out of 5 stars,Not worth it,Poor qualityPicture lagging and frustrating to watch and use,,,,negative
Andy Kay,1.0 out of 5 stars,dont waste your money.....,"why should anyone pay for this? they should pay us for as little as it does, and really? no sound? whats the point;",,,,negative
Elianator,1.0 out of 5 stars,Pure garbage,"Wont connect well. Sometimes work, but not until you try it 20x",,,,negative
Sam Wallace,1.0 out of 5 stars,screen reflector,"didn't work as screen reflector of windows, made picture quality not as clear it didn't cling to TV SCREEN had stickyÂ  strip on outer edge only",,,,negative
Amazon Customer,1.0 out of 5 stars,Donât waste your time,Could not get it to work and apparently there is a premium or pro version required to avoid ads. How a screen mirroring app requires ads is beyond me. Would give this zero stars if possible.,,,,negative
Woodjunky,1.0 out of 5 stars,Donât waste your money,The picture quality is awful. This is nothing compared to applets. This was a total disappointment and not worth the $5 spent to download it,,,,negative
Jeremy Luke,1.0 out of 5 stars,Works fine I guess,Didnât work at all Iâm sure thatâs my fault my WiFi is over a shared network that must be sign into just canât do that here no big deal I got an Apple TV problem solved,,,,negative
Walter Andrews,1.0 out of 5 stars,No good- sorry,No goodâ customer service is no goodâsoftware no good,,,,negative
l rivera,1.0 out of 5 stars,Doesnât work .,Donât waste your time !Amazon should test products before offering them .,,,,negative
Luis Rodriguez,1.0 out of 5 stars,Used at your own risk,Did not work at all. Very disappointed with program.,,,,negative
Javier Perez,1.0 out of 5 stars,Disaster,"you see a small area on your tv, sound does not work, really I feel so sad with this",,,,negative
Happy tailgater,4.0 out of 5 stars,View it larger,"Simple to use, even for me. Resolutions not as good as iPad, but watchable.",,,,negative
SM. Acuna,2.0 out of 5 stars,Not very good,Very poor signal (send abs receive). Will see the screen full of pixels,,,,negative
Shay Eagle,1.0 out of 5 stars,A joke,Did not work at all it was a waste of money.,,,,negative
Lesa Ward Walsh,1.0 out of 5 stars,Didnât work,Did NOT work!Â  Thank goodness it was free.Â  I just wasted my time,,,,negative
Bert,3.0 out of 5 stars,Not perfect,"As reported previously, no audioNot a problem if you have a Bluetooth speakerHowever, as also reported, the video lags, creating image distortion and audio lag which is not a problem for short videos but would be hell if trying to view a movie or other lengthy videoOverall, mehIt did what I wanted",,,,negative
sophie's dad,1.0 out of 5 stars,I like free,This app cost on iPhone. Iâm not paying for something that Iâm not sure it works,,,,negative
Ashley F.,5.0 out of 5 stars,Nope,Did not like. Deleted right away. Waste of time.,,,,negative
J.T. M.,3.0 out of 5 stars,Works,Does what it sound but not the best,,,,negative
Mike McC,1.0 out of 5 stars,not free,had to pay for the product. Not a fan,,,,negative
Michael Furth,2.0 out of 5 stars,This product still needs some development.,"The screen mirroring started fine, but continually lost connection, requiring me to restart the mirroring, and the sound didnât transfer to the TV; I had to play the sound through my device and there was a delay between what I was seeing and the sounds.",,,,negative
Andy L,4.0 out of 5 stars,No sound,"I am fine with the image quality if you just want to stream pictures to a flat TV.Â  However, no sound when you play a video :(",,,,negative
SS,1.0 out of 5 stars,"Didnât work for me, would Not Recommend","Can not get it to fine the Firestick..followed the app instructions, no luck.IPad Pro tablet",,,,negative
MtnBrookie,1.0 out of 5 stars,Tried to use to do halo app for â labsâ junk,Donât waste your time garbage,,,,negative
TC,2.0 out of 5 stars,Donât get excited,All the poor reviews I read were correct,,,,negative
ZER0C00L,1.0 out of 5 stars,Not worth it,Would not recommend this product,,,,negative
Video Production Guy,1.0 out of 5 stars,A poor value at any price.,This has limited functionality.,,,,negative
Miya,1.0 out of 5 stars,Nope,This never worked for me and wanted me to pay,,,,negative
JsHOOK,1.0 out of 5 stars,Dont need,Didnt work for meFound that I'd have fire stick but no internet u can just hold down the home button and it takes you screen u can jut choose screen mirroring,,,,negative
Patrick Johnston,1.0 out of 5 stars,Grainy full screen aspect ratio not preserved.,"Worked and was straight forward to use, but a big delay and videos were grainy and not full screen. Very different from the AppleTV experience.",,,,negative
Ken Tanaka,1.0 out of 5 stars,Bad Reviews for Weak Functionality Well Deserved. Save your Money!,"Did not function easily, consistently nor satisfactorily.",,,,negative
BlueLace,1.0 out of 5 stars,"Not as good as other solutions, choppy video","iOS 12/iPhone 7, video stutters and slide shows are choppy.",,,,negative
Tangy,1.0 out of 5 stars,didnât work,"Mad I wasted my money. My phone wonât connect, despite all the troubleshooting",,,,negative
Mary Ann Goicoechea,1.0 out of 5 stars,Fuzzy and spotty,Tried to pair a video with the TV and was not a good match.Â  The video from the iphone and skippy and fuzzy.Â  Hard to tell what we were looking at.Â  Half way through it just stopped.,,,,negative
Bobbyk,1.0 out of 5 stars,Did not work for me.,Terrible latency on an Apple router and new LG TV.,,,,negative
Nimrod,1.0 out of 5 stars,it sucks,it really sucks,,,,negative
Just Sayin,1.0 out of 5 stars,Nope.Â  Just nope.,This app sucks.,,,,negative
dentistbyday,1.0 out of 5 stars,Delay is significant,"Not good. Delay makes this app impossible to use. We try to project our workouts from our phone onto a larger tv in our home gym. Itâs a worthless effort. The delay is so significant that the tv is always several moves behind ( probably 5 seconds or more) and the sound still just comes from the phone, so itâs hard to hear. Weâve ended up just using an iPad instead and the large tv is useless at this point.",,,,negative
vitin,1.0 out of 5 stars,Not working,Worst your time,,,,negative
Armand Christopher,1.0 out of 5 stars,terrible,picture only no sound. picture quality blurred and shaky and delayed.,,,,negative
Robert S Thompson,2.0 out of 5 stars,Not great,Not great. Kept freezing,,,,negative
Burt VanBuren,1.0 out of 5 stars,Not so great.,Would not allow pop up windows to transfer to the bigger screen.,,,,negative
Mike,1.0 out of 5 stars,Does not work well,Does not work well at all- nothing like airplay,,,,negative
Michael Stewart-Almony,1.0 out of 5 stars,Do not Recommend,Do not Recommend,,,,negative
kcjen,1.0 out of 5 stars,Ehh not so good,Not very good,,,,negative
Karen Quish,3.0 out of 5 stars,Didnât work,Sucked,,,,negative
Edward Ortiz,1.0 out of 5 stars,No way...,The video transmission is very slow and it is difficult to make it work.,,,,negative
Erik Sturm,1.0 out of 5 stars,Connection is almost impossible,Would not recommend,,,,negative
teckeebeckee711,1.0 out of 5 stars,This App Sucks!!!,This app was completely useless to me.,,,,negative
Ray Ripkowski,1.0 out of 5 stars,Mirror,Poor,,,,negative
Tina Hines,1.0 out of 5 stars,Awful-not worth the time setting up,"After nearly half an hour trying to get this to work, had to stop watching after 10 seconds. No sound from tv, only through phone and the sound and picture were about 4 seconds apart. The picture quality was like watching something in a 1985 commodore computer.Â  VERY disappointed.",,,,negative
Amazon Customer,1.0 out of 5 stars,Horrible app,"I pay per month with is but almost every single time I use it, it resets and I have to do it again and again. Itâs very annoying and waste of money. Disappointed...",,,,negative
Dr. L. P. Tractenberg,3.0 out of 5 stars,"Good video, no sound",NO sound!!!,,,,negative
K. Bell,1.0 out of 5 stars,Big waste for me,Didnât work at all. Wasted money.,,,,negative
Dwanton,1.0 out of 5 stars,Donât waste your time,Crap - donât waste your time if you have a high quality theatre set up,,,,negative
Ellen McDonough,1.0 out of 5 stars,Less than mediocre,If you are used to Apple mirroring this does not work well.,,,,negative
Chris Smith,3.0 out of 5 stars,Disappointed,"Got it for Fox News , wonât work with Amazon firstick , no sound ! Disappointed",,,,negative
Amelia Pullar,1.0 out of 5 stars,No bueno,Terrible. No sound through the tv.,,,,negative
Frankie,1.0 out of 5 stars,Not my favorite,"Kind of annoying, please ads every few minutes. Would not recommend.",,,,negative
Amazon Customer,2.0 out of 5 stars,Streaming ability,"It was very hard to use. Unfortunately,Â  I couldn't stream which was my main purpose to a non-smart television.",,,,negative
Brandy P. Warren,1.0 out of 5 stars,Don't bother if strong 5G WiFi connection isn't available.,Husband installed app on his devise even after I told him it wasn't going to keep up due to the 5G connection not strong enough. Needless to say he was disappointed.,,,,negative
Amazon Customer,1.0 out of 5 stars,Waste of time,Very disappointed. The app kept shutting off and I had to open it several times. I uninstalled it.,,,,negative
Lisa C Wilson,1.0 out of 5 stars,Useless,Useless,,,,negative
j,1.0 out of 5 stars,Barely works,Sometimes it didnât even work. There is no consistency.,,,,negative
Michael Stern,1.0 out of 5 stars,Unable to connect,Was never able to get this app to connect.Â  Waste of 2.99,,,,negative
manny,4.0 out of 5 stars,trouble,"hadÂ  trouble getting the sound to go thoughÂ  the sound bar (could not get sound thought the sound bar)could not get picture on the tv to be fulll screen on the 65"" tv",,,,negative
SMG'it1,1.0 out of 5 stars,Unsatisfied,Not all it claims to be. Very disappointing,,,,negative
Leah,1.0 out of 5 stars,Glitches a lot,"Took me forever to figure out how to use, thereâs no instructions and when I figured it out it was glitchy and laggy just from playing a short video from my camera roll.Â  The glitching was persistent I just gave up and stopped using it after about 20 minutes",,,,negative
Cee Cee,5.0 out of 5 stars,I guess,Donât remember how worked since I stopped using it,,,,negative
Buckminster,1.0 out of 5 stars,Awful product. Did not work,This product did not work at all for me trying to mirror my Apple to my fire stick. This was a waste.,,,,negative
Amazon Customer,1.0 out of 5 stars,It does not work.,This app is awful. Streaming is broken and the audio comes from the phone.,,,,negative
Claude Hedspeth,1.0 out of 5 stars,Doesnt work,"Never could get it to connect.Â  Waste of time messing with it.Â  After 2 hours of trying to get it to work so, I gave up!",,,,negative
Francisco,1.0 out of 5 stars,Not easy to yse,Hard to use,,,,negative
Jackie,1.0 out of 5 stars,Not good,Not good,,,,negative
Nekia Roby,1.0 out of 5 stars,It just doesnt work,It just doesnt work. Period.Â  The pic or vid never shows up on the screen. Dont know if this is an ios issue or not. But sony and apple needs to get off their high horses. I own the content. Why can I only watch it on a phone or laptop. Or pay $200 for apple tv device.,,,,negative
MightyT,1.0 out of 5 stars,Not so good,Videos buffered and no audio.,,,,negative
ImAzonAddiCt,2.0 out of 5 stars,Not very good at staying connected,The app has a hard time staying connected.Â  If it wasn't free I would have given it a 1 star.,,,,negative
docaltman,1.0 out of 5 stars,Unwatchable quality,Unwatchable. The picture quality is so poor. Their other app works better for streaming.,,,,negative
bmark01,1.0 out of 5 stars,Donât waste your time,Didnât work at all. Instructions are terrible. Removed app.,,,,negative
Alick Wong,1.0 out of 5 stars,Deleted app,Not a great screen mirroring app as it kept breaking down and did not have clear picture,,,,negative
mona1255,1.0 out of 5 stars,No recommend,Very glitchy. No sound. I do not recommend this App.,,,,negative
Veronica Sanzone,1.0 out of 5 stars,Not what you want!,If I could give 0 stars I would instead of mirroring on my tv it just looked like a small phone screen instead of taking up the tv and wouldnât flip either. Dumb. Donât do it!,,,,negative
